p2p_domain,vid,pid,gid,login_time_year,login_time_month,login_time_day,login_time_hour,login_time_minute,login_time_sec
d2,0002,0111,0005,2020,08,01,09,29,20
d2,0009,0001,0001,2020,08,01,09,29,20
d2,0009,0002,0002,2020,08,01,09,29,20
d2,0009,0003,0003,2020,08,01,09,29,20
d2,0009,0004,0004,2020,08,01,09,29,21
d2,0009,0005,0005,2020,08,01,09,29,21
d2,0009,0006,0006,2020,08,01,09,29,21
d2,0009,0007,0007,2020,08,01,09,29,21
d2,0009,0008,0008,2020,08,01,09,29,21
d2,0009,0009,0009,2020,08,01,09,29,21
d2,0009,0012,0012,2020,08,01,09,29,21
d2,0009,0013,0013,2020,08,01,09,29,21
d2,0009,0017,0017,2020,08,01,09,29,21
d2,3690,F300,F100,2020,08,01,09,29,20
d2,3690,F300,F101,2020,08,01,09,29,20
d2,3690,F300,F102,2020,08,01,09,29,20
d2,3690,F300,F103,2020,08,01,09,29,20
d2,3690,F300,F104,2020,08,01,09,29,20
d2,8301,A100,F100,2020,08,01,09,29,20
d2,8301,A100,F101,2020,08,01,09,29,20
d2,8301,A100,F102,2020,08,01,09,29,20
d2,8301,A100,F103,2020,08,01,09,29,20
d2,A138,0001,0001,2020,08,01,09,29,20
d2,A138,0001,0002,2020,08,01,09,29,20
d2,A157,0001,0001,2020,08,01,09,29,20
d2,A157,0001,0002,2020,08,01,09,29,20
d2,AA39,AA39,AA39,2020,08,01,09,29,20
d2,AA46,0001,0001,2020,08,01,09,29,20
d2,AA46,0002,0002,2020,08,01,09,29,20
d2,AA46,0003,0003,2020,08,01,09,29,20
d2,AA46,1010,1010,2020,08,01,09,29,20
d2,AA46,1011,1011,2020,08,01,09,29,20
d2,AA46,1012,1012,2020,08,01,09,29,20
d2,AA46,1013,1013,2020,08,01,09,29,20
d2,AA46,1014,1014,2020,08,01,09,29,20
d2,AA46,1015,1015,2020,08,01,09,29,20
d2,AA46,1016,1016,2020,08,01,09,29,20
d2,AA46,1017,1017,2020,08,01,09,29,20
d2,D004,0002,0002,2020,08,01,09,29,19
d2,D004,0003,0003,2020,08,01,09,29,19
d2,D004,0004,0004,2020,08,01,09,29,19
d2,D004,0005,0005,2020,08,01,09,29,20
d2,D004,0007,0007,2020,08,01,09,29,20
d2,D004,0013,0013,2020,08,01,09,29,20
d2,D004,0029,0029,2020,08,01,09,29,20
d2,D004,0030,0030,2020,08,01,09,29,20
d2,D004,0107,0107,2020,08,01,09,29,20
d2,D004,0108,0108,2020,08,01,09,29,20
d2,D004,0109,0109,2020,08,01,09,29,20
d2,D004,0118,0118,2020,08,01,09,29,20
i9,A224,0001,0002,2020,08,01,10,11,34
i9,A224,0001,0004,2020,08,01,10,11,34
j0,8729,1000,FF00,2020,08,01,09,38,06
j0,8729,1001,FF00,2020,08,01,09,38,06
j0,8729,A000,FF00,2020,08,01,09,38,06
j0,8729,E000,0143,2020,08,01,09,38,06
j0,8729,E000,0144,2020,08,01,09,38,06
j0,8729,E000,1000,2020,08,01,09,38,06
j0,8729,E000,1001,2020,08,01,09,38,06
j0,8729,E000,1002,2020,08,01,09,38,06
j0,8729,E000,1006,2020,08,01,09,38,06
j0,8729,E000,1008,2020,08,01,09,38,06
j0,8729,E000,F100,2020,08,01,09,38,06
j0,8729,E000,F101,2020,08,01,09,38,06
j0,8729,E000,F102,2020,08,01,09,38,06
j0,8729,E000,F103,2020,08,01,09,38,06
j0,8729,E000,F104,2020,08,01,09,38,06
j0,8729,E000,F105,2020,08,01,09,38,06
j0,8729,E000,F106,2020,08,01,09,38,06
j0,8729,E000,F107,2020,08,01,09,38,07
j0,8729,E000,F108,2020,08,01,09,38,07
j0,8729,E000,F109,2020,08,01,09,38,07
j0,8729,E000,F110,2020,08,01,09,38,07
j0,8729,E000,F111,2020,08,01,09,38,07
j0,8729,E000,F112,2020,08,01,09,38,07
j0,8729,E000,F113,2020,08,01,09,38,07
j0,8729,E000,F114,2020,08,01,09,38,07
j0,8729,E000,F115,2020,08,01,09,38,07
j0,8729,E000,F116,2020,08,01,09,38,07
j0,8729,E000,F117,2020,08,01,09,38,07
j0,8729,E000,F118,2020,08,01,09,38,07
j0,8729,E000,F119,2020,08,01,09,38,07
j0,8729,E000,F120,2020,08,01,09,38,07
j0,8729,E000,F121,2020,08,01,09,38,07
j0,8729,E000,F122,2020,08,01,09,38,07
j0,8729,E000,F123,2020,08,01,09,38,07
j0,8729,E000,F124,2020,08,01,09,38,07
j0,8729,E000,F125,2020,08,01,09,38,07
j0,8729,E000,F126,2020,08,01,09,38,07
j0,8729,E000,F127,2020,08,01,09,38,07
j0,8729,E000,F128,2020,08,01,09,38,07
j0,8729,E000,F129,2020,08,01,09,38,07
j0,8729,E000,F130,2020,08,01,09,38,07
j0,8729,E000,F131,2020,08,01,09,38,07
j0,8729,E000,F132,2020,08,01,09,38,07
j0,8729,E000,F134,2020,08,01,09,38,07
j0,8729,E000,F135,2020,08,01,09,38,07
j0,8729,E000,F136,2020,08,01,09,38,07
j0,8729,E000,F137,2020,08,01,09,38,07
j0,8729,E000,F138,2020,08,01,09,38,07
j0,8729,E000,F139,2020,08,01,09,38,07
j0,8729,E000,F140,2020,08,01,09,38,07
j0,8729,E000,F141,2020,08,01,09,38,07
j0,8729,E000,F142,2020,08,01,09,38,07
j0,8729,E000,F145,2020,08,01,09,38,07
j0,8729,E000,F146,2020,08,01,09,38,07
j0,8729,E000,F149,2020,08,01,09,38,07
j0,8729,E000,F150,2020,08,01,09,38,07
j0,8729,E000,F151,2020,08,01,09,38,07
j0,8729,E000,F152,2020,08,01,09,38,08
j0,8729,E000,F153,2020,08,01,09,38,08
j0,8729,E000,F154,2020,08,01,09,38,08
j0,8729,E000,F155,2020,08,01,09,38,08
j0,8729,E000,F156,2020,08,01,09,38,08
j0,8729,E000,F157,2020,08,01,09,38,08
j0,8729,E000,F158,2020,08,01,09,38,08
j0,8729,E000,F159,2020,08,01,09,38,08
j0,8729,E000,F160,2020,08,01,09,38,08
j0,8729,E000,F161,2020,08,01,09,38,08
j0,8729,E000,F163,2020,08,01,09,38,08
j0,8729,E000,F164,2020,08,01,09,38,08
j0,8729,E000,F165,2020,08,01,09,38,08
j0,8729,E000,F166,2020,08,01,09,38,09
j0,8729,E000,F167,2020,08,01,09,38,09
j0,8729,E000,F168,2020,08,01,09,38,09
j0,8729,E000,F169,2020,08,01,09,38,09
j0,8729,E000,F170,2020,08,01,09,38,09
j0,8729,E000,F171,2020,08,01,09,38,09
j0,8729,E000,F172,2020,08,01,09,38,09
j0,8729,E000,F173,2020,08,01,09,38,09
j0,8729,E000,F174,2020,08,01,09,38,09
j0,8729,E000,F200,2020,08,01,09,38,09
j0,8729,E000,F201,2020,08,01,09,38,09
j0,8729,E000,F202,2020,08,01,09,38,09
j0,8729,E000,F203,2020,08,01,09,38,09
j0,8729,E000,F204,2020,08,01,09,38,09
j0,8729,E000,F205,2020,08,01,09,38,09
j0,8729,E000,F206,2020,08,01,09,38,09
j0,8729,E000,F207,2020,08,01,09,38,09
j0,8729,E000,F208,2020,08,01,09,38,09
j0,8729,E000,F209,2020,08,01,09,38,09
j0,8729,E000,F210,2020,08,01,09,38,09
j0,8729,E000,F211,2020,08,01,09,38,09
j0,8729,E000,F212,2020,08,01,09,38,09
j0,8729,E000,F213,2020,08,01,09,38,09
j0,8729,E000,F214,2020,08,01,09,38,09
j0,8729,E000,F215,2020,08,01,09,38,09
j0,8729,E000,F216,2020,08,01,09,38,09
j0,8729,E000,F217,2020,08,01,09,38,09
j0,8729,E000,F218,2020,08,01,09,38,09
j0,8729,E000,F219,2020,08,01,09,38,09
j0,8729,E000,F220,2020,08,01,09,38,09
j0,8729,E000,F221,2020,08,01,09,38,09
j0,8729,E000,F222,2020,08,01,09,38,09
j0,8729,E000,F223,2020,08,01,09,38,09
j0,8729,E000,F224,2020,08,01,09,38,09
j0,8729,E000,F225,2020,08,01,09,38,09
j0,8729,E000,F226,2020,08,01,09,38,09
j0,8729,E000,F227,2020,08,01,09,38,10
j0,8729,E000,F228,2020,08,01,09,38,10
j0,8729,E000,F229,2020,08,01,09,38,10
j0,8729,E000,F230,2020,08,01,09,38,10
j0,8729,E000,F231,2020,08,01,09,38,10
j0,8729,E000,F232,2020,08,01,09,38,10
j0,8729,E000,F233,2020,08,01,09,38,10
j0,8729,E000,F234,2020,08,01,09,38,10
j0,8729,E000,F235,2020,08,01,09,38,10
j0,8729,E000,F236,2020,08,01,09,38,10
j0,8729,E000,F237,2020,08,01,09,38,10
j0,8729,E000,F238,2020,08,01,09,38,10
j0,8729,E000,F239,2020,08,01,09,38,10
j0,8729,E000,F240,2020,08,01,09,38,10
j0,8729,E000,FF00,2020,08,01,09,38,10
j0,8729,E001,1001,2020,08,01,09,38,10
j0,8729,E001,1002,2020,08,01,09,38,10
j0,8729,E001,1003,2020,08,01,09,38,10
j0,8729,E001,1004,2020,08,01,09,38,10
j0,8729,E001,1005,2020,08,01,09,38,10
j0,8729,E001,1006,2020,08,01,09,38,10
j0,8729,E001,1007,2020,08,01,09,38,10
j0,8729,E001,1008,2020,08,01,09,38,10
j0,8729,E001,1009,2020,08,01,09,38,10
j0,8729,E001,1010,2020,08,01,09,38,10
j0,8729,E001,1011,2020,08,01,09,38,10
j0,8729,E001,1012,2020,08,01,09,38,10
j0,8729,E001,1013,2020,08,01,09,38,10
j0,8729,E001,1014,2020,08,01,09,38,10
j0,8729,E001,1015,2020,08,01,09,38,10
j0,8729,E001,1016,2020,08,01,09,38,10
j0,8729,E001,1017,2020,08,01,09,38,10
j0,8729,E001,1018,2020,08,01,09,38,10
j0,8729,E001,1019,2020,08,01,09,38,10
j0,8729,E002,F100,2020,08,01,09,45,08
j0,8729,E002,F101,2020,08,01,09,45,08
j0,8729,E002,F102,2020,08,01,09,45,08
j0,8729,E002,F103,2020,08,01,09,45,08
j0,8729,E002,F104,2020,08,01,09,45,08
j0,8729,E002,F105,2020,08,01,09,45,08
j0,8729,E002,F106,2020,08,01,09,45,08
j0,8729,E003,F100,2020,08,01,09,45,08
j0,8729,E003,F101,2020,08,01,09,45,09
j0,8729,E004,F100,2020,08,01,09,45,09
57,C029,F301,F107,2020,08,01,10,26,05
57,D004,0068,0068,2020,08,01,10,26,05
57,D004,0069,0069,2020,08,01,10,26,05
57,D004,0070,0070,2020,08,01,10,26,05
57,D004,0071,0071,2020,08,01,10,26,05
57,D004,0072,0072,2020,08,01,10,26,05
57,D004,0073,0073,2020,08,01,10,26,05
d1,0000,0000,0000,2020,08,01,10,14,49
d1,0009,0001,0001,2020,08,01,10,15,51
d1,0009,0002,0002,2020,08,01,10,15,51
d1,0009,0003,0003,2020,08,01,10,15,51
d1,0009,0004,0004,2020,08,01,10,15,51
d1,0009,0005,0005,2020,08,01,10,15,51
d1,0009,0006,0006,2020,08,01,10,15,51
d1,0009,0007,0007,2020,08,01,10,15,51
d1,0009,0008,0008,2020,08,01,10,15,51
d1,0009,0009,0009,2020,08,01,10,14,49
d1,0009,0012,0012,2020,08,01,10,14,49
d1,0009,0013,0013,2020,08,01,10,14,49
d1,0009,0017,0017,2020,08,01,10,14,49
d1,0017,0002,0002,2020,08,01,08,15,33
d1,0159,0001,0003,2020,08,01,10,15,50
d1,0165,4000,0001,2020,08,01,10,15,51
d1,0201,F300,F100,2020,08,01,08,15,33
d1,0573,F300,F100,2020,08,01,10,15,50
d1,1112,F300,F100,2020,08,01,08,15,33
d1,1226,F300,F100,2020,08,01,10,15,51
d1,1302,F300,F101,2020,08,01,08,15,33
d1,1302,F300,F102,2020,08,01,08,15,33
d1,1576,F300,F100,2020,08,01,08,15,33
d1,1576,F300,F101,2020,08,01,10,14,49
d1,1608,F300,F100,2020,08,01,08,15,33
d1,1608,F300,F102,2020,08,01,08,15,34
d1,1616,F300,F100,2020,08,01,08,15,34
d1,1894,F300,F100,2020,08,01,08,15,33
d1,18D9,0001,0001,2020,08,01,10,15,50
d1,1956,F300,F100,2020,08,01,10,14,49
d1,2297,F300,F100,2020,08,01,08,15,34
d1,2297,F300,F101,2020,08,01,08,15,34
d1,2439,F603,F101,2020,08,01,10,15,50
d1,2439,F603,F102,2020,08,01,10,15,50
d1,2439,F603,F103,2020,08,01,10,15,50
d1,2439,F603,F104,2020,08,01,10,15,50
d1,2439,F603,F105,2020,08,01,10,15,50
d1,2439,F603,F106,2020,08,01,10,15,50
d1,2439,F603,F107,2020,08,01,10,15,50
d1,2439,F603,F108,2020,08,01,10,15,51
d1,2439,F603,F109,2020,08,01,10,15,51
d1,2439,F603,F110,2020,08,01,10,15,51
d1,2439,F603,F111,2020,08,01,10,15,51
d1,2439,F603,F112,2020,08,01,10,15,51
d1,2439,F603,F113,2020,08,01,10,15,51
d1,2439,F603,F114,2020,08,01,10,15,51
d1,2439,F603,F115,2020,08,01,10,15,51
d1,2439,F603,F116,2020,08,01,10,15,51
d1,3081,F300,F100,2020,08,01,08,15,33
d1,3187,F300,F100,2020,08,01,08,15,33
d1,3257,F100,F100,2020,08,01,10,15,50
d1,3690,F300,F101,2020,08,01,08,15,33
d1,3690,F300,F102,2020,08,01,08,15,33
d1,3690,F300,F103,2020,08,01,10,14,49
d1,3690,F300,F104,2020,08,01,10,14,49
d1,4123,F300,F100,2020,08,01,10,15,50
d1,4643,F300,F100,2020,08,01,08,15,33
d1,4884,F300,F100,2020,08,01,10,15,50
d1,5029,F300,F101,2020,08,01,10,14,50
d1,5478,A003,0001,2020,08,01,10,15,50
d1,5478,A003,0002,2020,08,01,10,14,49
d1,5536,F300,F300,2020,08,01,08,15,33
d1,5561,F300,F100,2020,08,01,08,15,33
d1,5561,F300,F101,2020,08,01,08,15,33
d1,5561,F300,F102,2020,08,01,08,15,33
d1,5708,F300,F300,2020,08,01,08,15,34
d1,5708,F300,F301,2020,08,01,08,15,34
d1,5708,F300,F302,2020,08,01,10,14,49
d1,5708,F300,F303,2020,08,01,08,15,34
d1,5708,F300,F304,2020,08,01,08,15,34
d1,5708,F300,F305,2020,08,01,08,15,34
d1,5708,F300,F306,2020,08,01,08,15,34
d1,5708,F300,F307,2020,08,01,08,15,34
d1,5708,F300,F308,2020,08,01,08,15,34
d1,5708,F300,F309,2020,08,01,08,15,34
d1,5761,0001,0001,2020,08,01,10,15,50
d1,6103,0001,0001,2020,08,01,10,15,50
d1,6485,F300,F202,2020,08,01,10,15,50
d1,6614,F100,F300,2020,08,01,08,15,33
d1,6614,F300,0000,2020,08,01,08,15,33
d1,6614,F300,F100,2020,08,01,08,15,33
d1,6614,F300,F300,2020,08,01,08,15,33
d1,6618,0100,0101,2020,08,01,10,14,50
d1,6992,F300,F100,2020,08,01,10,15,50
d1,6992,F300,F101,2020,08,01,10,15,50
d1,7203,F300,F100,2020,08,01,08,15,34
d1,7349,F300,F300,2020,08,01,08,15,33
d1,7494,0001,0001,2020,08,01,08,15,33
d1,7500,F100,F300,2020,08,01,10,15,50
d1,7500,F300,F300,2020,08,01,10,15,50
d1,7723,F300,F100,2020,08,01,10,15,49
d1,7723,F300,F101,2020,08,01,10,15,49
d1,7723,F300,F102,2020,08,01,10,15,50
d1,7723,F300,F103,2020,08,01,10,15,50
d1,7723,F301,F101,2020,08,01,10,15,50
d1,8349,0000,0000,2020,08,01,08,15,34
d1,8361,F300,F100,2020,08,01,08,15,34
d1,8777,F200,F300,2020,08,01,10,15,50
d1,8801,F100,F300,2020,08,01,08,15,33
d1,9287,F300,F100,2020,08,01,10,14,49
d1,9340,F300,F100,2020,08,01,08,15,33
d1,9543,F300,F100,2020,08,01,08,15,33
d1,A101,0002,0002,2020,08,01,08,15,33
d1,A108,0001,0001,2020,08,01,08,15,34
d1,A113,0001,0001,2020,08,01,08,15,33
d1,A116,0001,0001,2020,08,01,10,15,50
d1,A118,0001,0001,2020,08,01,10,15,50
d1,A119,0001,0001,2020,08,01,08,15,33
d1,A125,0001,0003,2020,08,01,08,15,34
d1,A125,0001,0004,2020,08,01,08,15,34
d1,A125,0001,0005,2020,08,01,08,15,34
d1,A139,0001,0002,2020,08,01,10,14,49
d1,A141,0001,0001,2020,08,01,08,15,33
d1,A144,0001,0001,2020,08,01,08,15,33
d1,A152,0001,0001,2020,08,01,10,15,50
d1,A180,0001,0001,2020,08,01,10,14,49
d1,A202,0001,0001,2020,08,01,10,15,50
d1,A202,0001,0002,2020,08,01,10,14,49
d1,A202,0001,0003,2020,08,01,10,14,49
d1,A202,0001,0004,2020,08,01,10,14,49
d1,A202,0001,0005,2020,08,01,10,14,49
d1,A202,0001,0006,2020,08,01,10,14,49
d1,A208,0001,0001,2020,08,01,08,15,33
d1,A223,0001,0001,2020,08,01,10,15,50
d1,A224,0001,0003,2020,08,01,10,14,49
d1,A226,0001,0001,2020,08,01,10,15,50
d1,A226,0001,0002,2020,08,01,10,15,50
d1,A239,0001,0001,2020,08,01,10,14,49
d1,AA13,0001,0001,2020,08,01,08,15,34
d1,AA29,A001,A001,2020,08,01,08,15,33
d1,AA29,A001,A002,2020,08,01,10,14,49
d1,AA29,AA29,AA29,2020,08,01,08,15,33
d1,AA35,1001,1001,2020,08,01,10,15,50
d1,AA35,1001,1002,2020,08,01,10,15,51
d1,AA36,0006,0007,2020,08,01,10,15,50
d1,AA36,0015,0015,2020,08,01,10,14,49
d1,AA36,0016,0016,2020,08,01,08,15,34
d1,AA36,0019,0019,2020,08,01,10,14,49
d1,AA36,0020,0020,2020,08,01,10,14,49
d1,AA36,0022,0022,2020,08,01,10,14,49
d1,AA36,A001,A001,2020,08,01,08,15,34
d1,AA36,A001,A003,2020,08,01,08,15,34
d1,AA36,A001,A004,2020,08,01,08,15,34
d1,AA36,A001,A005,2020,08,01,10,15,49
d1,AA65,0000,0000,2020,08,01,10,15,50
d1,AA77,F300,F101,2020,08,01,08,15,33
d1,AA88,0001,0001,2020,08,01,10,15,50
d1,AA89,0002,0002,2020,08,01,10,15,50
d1,AA93,0001,0002,2020,08,01,10,15,50
d1,AA93,0001,0003,2020,08,01,10,15,50
d1,AA93,0001,0004,2020,08,01,10,15,50
d1,AA93,0001,0005,2020,08,01,10,14,49
d1,B008,0001,0001,2020,08,01,08,15,33
d1,B013,1111,1111,2020,08,01,08,15,33
d1,B017,0001,0001,2020,08,01,10,15,50
d1,B020,0001,0001,2020,08,01,08,15,34
d1,B023,0001,0001,2020,08,01,10,15,50
d1,BA02,B100,B100,2020,08,01,08,15,33
d1,BA02,B100,B101,2020,08,01,08,15,33
d1,BA05,F300,F200,2020,08,01,08,15,34
d1,C010,F300,F103,2020,08,01,10,15,50
d1,C010,F300,F104,2020,08,01,10,15,50
d1,C010,F300,F108,2020,08,01,10,14,49
d1,C010,F300,F109,2020,08,01,10,14,49
d1,C010,F300,F110,2020,08,01,10,14,49
d1,C013,0001,0001,2020,08,01,10,15,50
d1,C016,F300,F301,2020,08,01,08,15,33
d1,C016,F300,F302,2020,08,01,10,15,50
d1,C08A,F300,F100,2020,08,01,08,15,33
d1,C08A,F300,F101,2020,08,01,08,15,33
d1,CA02,F300,F200,2020,08,01,10,15,50
d1,E002,0001,0001,2020,08,01,08,15,33
t2,C029,F301,F105,2020,08,01,09,58,25
t2,D004,0053,0053,2020,08,01,09,58,25
t2,D004,0056,0056,2020,08,01,09,58,25
t2,D004,0057,0057,2020,08,01,09,58,25
t2,D004,0060,0060,2020,08,01,09,58,25
t2,D004,0061,0061,2020,08,01,09,58,25
t2,D004,0062,0062,2020,08,01,09,58,25
c1,0000,0000,0000,2020,08,01,09,15,44
c1,8729,1000,FF00,2020,08,01,11,11,49
c1,8729,1001,FF00,2020,08,01,11,11,49
c1,8729,A000,FF00,2020,08,01,11,11,49
c1,8729,E000,0143,2020,08,01,09,13,24
c1,8729,E000,0144,2020,08,01,09,13,24
c1,8729,E000,1000,2020,08,01,09,13,24
c1,8729,E000,1001,2020,08,01,09,13,24
c1,8729,E000,1002,2020,08,01,09,13,24
c1,8729,E000,1006,2020,08,01,09,13,24
c1,8729,E000,1008,2020,08,01,09,13,24
c1,8729,E000,F100,2020,08,01,09,13,24
c1,8729,E000,F101,2020,08,01,09,13,24
c1,8729,E000,F102,2020,08,01,09,13,24
c1,8729,E000,F103,2020,08,01,09,13,24
c1,8729,E000,F104,2020,08,01,09,13,25
c1,8729,E000,F105,2020,08,01,09,13,25
c1,8729,E000,F106,2020,08,01,09,13,25
c1,8729,E000,F107,2020,08,01,09,13,25
c1,8729,E000,F108,2020,08,01,09,13,25
c1,8729,E000,F109,2020,08,01,09,13,25
c1,8729,E000,F110,2020,08,01,09,13,25
c1,8729,E000,F111,2020,08,01,09,13,25
c1,8729,E000,F112,2020,08,01,09,13,25
c1,8729,E000,F113,2020,08,01,09,13,25
c1,8729,E000,F114,2020,08,01,09,13,25
c1,8729,E000,F115,2020,08,01,09,13,25
c1,8729,E000,F116,2020,08,01,09,13,25
c1,8729,E000,F117,2020,08,01,09,13,25
c1,8729,E000,F118,2020,08,01,09,13,25
c1,8729,E000,F119,2020,08,01,09,13,25
c1,8729,E000,F120,2020,08,01,09,13,25
c1,8729,E000,F121,2020,08,01,09,13,25
c1,8729,E000,F122,2020,08,01,09,13,25
c1,8729,E000,F123,2020,08,01,09,13,25
c1,8729,E000,F124,2020,08,01,09,13,25
c1,8729,E000,F125,2020,08,01,09,13,25
c1,8729,E000,F126,2020,08,01,09,13,25
c1,8729,E000,F127,2020,08,01,09,13,25
c1,8729,E000,F128,2020,08,01,09,13,25
c1,8729,E000,F129,2020,08,01,09,13,25
c1,8729,E000,F130,2020,08,01,11,11,49
c1,8729,E000,F131,2020,08,01,09,13,25
c1,8729,E000,F132,2020,08,01,09,13,25
c1,8729,E000,F134,2020,08,01,09,13,25
c1,8729,E000,F135,2020,08,01,09,13,25
c1,8729,E000,F136,2020,08,01,09,13,25
c1,8729,E000,F137,2020,08,01,09,13,25
c1,8729,E000,F138,2020,08,01,09,13,25
c1,8729,E000,F139,2020,08,01,09,13,25
c1,8729,E000,F140,2020,08,01,09,13,25
c1,8729,E000,F141,2020,08,01,09,13,25
c1,8729,E000,F142,2020,08,01,09,13,25
c1,8729,E000,F145,2020,08,01,09,13,25
c1,8729,E000,F146,2020,08,01,09,13,25
c1,8729,E000,F149,2020,08,01,09,13,25
c1,8729,E000,F150,2020,08,01,09,13,26
c1,8729,E000,F151,2020,08,01,09,13,26
c1,8729,E000,F152,2020,08,01,09,13,26
c1,8729,E000,F153,2020,08,01,09,13,26
c1,8729,E000,F154,2020,08,01,09,13,26
c1,8729,E000,F155,2020,08,01,09,13,26
c1,8729,E000,F156,2020,08,01,09,13,26
c1,8729,E000,F157,2020,08,01,09,13,26
c1,8729,E000,F158,2020,08,01,09,13,26
c1,8729,E000,F159,2020,08,01,09,13,26
c1,8729,E000,F160,2020,08,01,09,13,26
c1,8729,E000,F161,2020,08,01,09,13,26
c1,8729,E000,F163,2020,08,01,09,13,26
c1,8729,E000,F164,2020,08,01,09,13,26
c1,8729,E000,F165,2020,08,01,09,13,26
c1,8729,E000,F166,2020,08,01,09,13,26
c1,8729,E000,F167,2020,08,01,09,13,26
c1,8729,E000,F168,2020,08,01,09,13,26
c1,8729,E000,F169,2020,08,01,09,13,26
c1,8729,E000,F170,2020,08,01,09,15,43
c1,8729,E000,F171,2020,08,01,09,15,43
c1,8729,E000,F172,2020,08,01,09,15,43
c1,8729,E000,F173,2020,08,01,09,15,43
c1,8729,E000,F174,2020,08,01,09,15,43
c1,8729,E000,F200,2020,08,01,09,15,43
c1,8729,E000,F201,2020,08,01,09,15,43
c1,8729,E000,F202,2020,08,01,09,15,43
c1,8729,E000,F203,2020,08,01,09,15,43
c1,8729,E000,F204,2020,08,01,09,15,43
c1,8729,E000,F205,2020,08,01,09,15,43
c1,8729,E000,F206,2020,08,01,09,15,43
c1,8729,E000,F207,2020,08,01,09,15,43
c1,8729,E000,F208,2020,08,01,09,15,43
c1,8729,E000,F209,2020,08,01,09,15,43
c1,8729,E000,F210,2020,08,01,09,15,43
c1,8729,E000,F211,2020,08,01,09,15,43
c1,8729,E000,F212,2020,08,01,09,15,43
c1,8729,E000,F213,2020,08,01,09,15,43
c1,8729,E000,F214,2020,08,01,09,15,43
c1,8729,E000,F215,2020,08,01,09,15,43
c1,8729,E000,F216,2020,08,01,09,15,44
c1,8729,E000,F217,2020,08,01,09,15,44
c1,8729,E000,F218,2020,08,01,09,15,44
c1,8729,E000,F219,2020,08,01,09,15,44
c1,8729,E000,F220,2020,08,01,09,15,43
c1,8729,E000,F221,2020,08,01,09,15,43
c1,8729,E000,F222,2020,08,01,09,15,43
c1,8729,E000,F223,2020,08,01,09,15,43
c1,8729,E000,F224,2020,08,01,09,15,43
c1,8729,E000,F225,2020,08,01,09,15,43
c1,8729,E000,F226,2020,08,01,09,15,44
c1,8729,E000,F227,2020,08,01,09,15,44
c1,8729,E000,F228,2020,08,01,09,15,44
c1,8729,E000,F229,2020,08,01,09,15,44
c1,8729,E000,F230,2020,08,01,09,15,44
c1,8729,E000,F231,2020,08,01,09,15,44
c1,8729,E000,F232,2020,08,01,09,15,44
c1,8729,E000,F233,2020,08,01,09,15,44
